time_control,end_time,rated,time_class,white_username,white_rating,white_result,black_username,black_rating,black_result,black_accuracy,white_accuracy
180,2024-03-27,True,blitz,GMWSO,3116,repetition,Hikaru,3266,repetition,100.0,100.0
180,2024-03-27,True,blitz,Hikaru,3270,win,Jospem,3059,resigned,90.27,97.74
180,2024-03-27,True,blitz,Chessscape2,2492,resigned,Hikaru,3270,win,92.61,84.37
180,2024-03-27,True,blitz,SantoBlue,3039,resigned,Hikaru,3273,win,91.24,88.11
180,2024-03-27,True,blitz,Hikaru,3276,win,SantoBlue,3036,resigned,88.34,93.79
180,2024-03-29,True,blitz,Hikaru,3278,win,Unknown_IM,2902,resigned,84.34,90.91
180,2024-03-29,True,blitz,Unknown_IM,2916,win,Hikaru,3264,checkmated,81.74,91.39
180+1,2024-04-02,True,blitz,chess_blitz00,2551,timeout,Hikaru,3264,win,87.96,81.35
180+1,2024-04-02,True,blitz,Hikaru,3265,win,Firegrizzly,2663,resigned,79.08,91.22
180+1,2024-04-02,True,blitz,chessdjw,2791,resigned,Hikaru,3266,win,89.24,81.17
180+1,2024-04-02,True,blitz,Hikaru,3268,win,eljanov,2885,resigned,78.55,85.44
180+1,2024-04-02,True,blitz,lilleper1,2918,insufficient,Hikaru,3262,insufficient,90.78,90.73
180+1,2024-04-02,True,blitz,Hikaru,3256,repetition,KuzubovYuriy,2917,repetition,85.34,80.42
180+1,2024-04-02,True,blitz,Hikaru,3258,win,vladislavkovalev,2887,resigned,77.1,86.37
180+1,2024-04-02,True,blitz,Prizant_academy,2966,timeout,Hikaru,3261,win,85.97,79.14
180+1,2024-04-02,True,blitz,Hikaru,3267,win,Polish_fighter3000,3144,timeout,81.1,87.94
180+1,2024-04-02,True,blitz,TigrVShlyape,2947,insufficient,Hikaru,3261,insufficient,91.44,90.42
180+1,2024-04-02,True,blitz,Hikaru,3264,win,Rud_Makarian,3031,resigned,86.47,93.31
180+1,2024-04-02,True,blitz,PelinGorki,2547,resigned,Hikaru,3264,win,93.53,82.83
180+1,2024-04-02,True,blitz,Hikaru,3264,win,IamSchrodingersCat,2627,timeout,81.25,86.57
180+1,2024-04-02,True,blitz,Mops_2004,2797,resigned,Hikaru,3265,win,86.9,79.2
180+1,2024-04-02,True,blitz,Hikaru,3267,win,Durarbayli,2923,resigned,74.97,82.28
180+1,2024-04-02,True,blitz,Jospem,3040,resigned,Hikaru,3270,win,92.96,89.24
180+1,2024-04-03,True,blitz,mishanick,3041,resigned,Hikaru,3273,win,88.02,83.17
180+1,2024-04-03,True,blitz,Hikaru,3261,resigned,SpeedofLight0,3082,win,86.24,79.52
180+1,2024-04-03,True,blitz,Sargsyan_Shant,2984,win,Hikaru,3248,resigned,83.47,88.87
180+1,2024-04-03,True,blitz,Hikaru,3251,win,AryanTari,2973,resigned,79.94,88.39
180+1,2024-04-03,True,blitz,Hikaru,3254,win,jcibarra,2972,resigned,88.17,97.04
180+1,2024-04-03,True,blitz,Msb2,3039,resigned,Hikaru,3258,win,85.5,80.78
180,2024-04-15,True,blitz,Hikaru,3262,win,Njal28,3054,resigned,82.57,91.02
180,2024-04-15,True,blitz,Njal28,3050,resigned,Hikaru,3266,win,91.31,77.51
180,2024-04-15,True,blitz,Hikaru,3270,win,Njal28,3046,resigned,77.69,87.32
180,2024-04-15,True,blitz,Njal28,3043,resigned,Hikaru,3273,win,80.38,74.31
180,2024-04-15,True,blitz,Hikaru,3276,win,JustinWang1234,2991,resigned,89.33,94.74
180,2024-04-15,True,blitz,JustinWang1234,2988,resigned,Hikaru,3279,win,84.27,79.05
180,2024-04-15,True,blitz,Hikaru,3282,win,JustinWang1234,2985,resigned,81.16,88.21
180,2024-04-15,True,blitz,JustinWang1234,2983,resigned,Hikaru,3284,win,86.63,82.3
180,2024-04-15,True,blitz,Hikaru,3286,win,JustinWang1234,2981,resigned,85.35,92.25
180,2024-04-15,True,blitz,JustinWang1234,2979,resigned,Hikaru,3288,win,90.19,82.59
180,2024-04-15,True,blitz,luckyleprochaun,3036,win,Hikaru,3275,resigned,73.08,83.89
180,2024-04-15,True,blitz,Hikaru,3270,repetition,luckyleprochaun,3041,repetition,68.33,68.43
180,2024-04-15,True,blitz,luckyleprochaun,3038,resigned,Hikaru,3273,win,92.16,84.99
180+1,2024-04-16,True,blitz,Hikaru,3273,win,jlf287,2543,resigned,78.89,91.74
180+1,2024-04-16,True,blitz,Yeritsyaan,2654,resigned,Hikaru,3273,win,85.75,73.69
180+1,2024-04-16,True,blitz,Hikaru,3274,win,JSPrepz,2818,resigned,72.84,85.58
180+1,2024-04-16,True,blitz,Vladimir_Zakhartsov,2934,resigned,Hikaru,3276,win,92.28,84.98
180+1,2024-04-16,True,blitz,Hikaru,3279,win,BogdanDeac,3026,resigned,93.88,96.9
180+1,2024-04-16,True,blitz,frederiksvane,3065,win,Hikaru,3266,checkmated,83.67,91.73
180+1,2024-04-16,True,blitz,Hikaru,3261,repetition,OparinGrigoriy,2996,repetition,83.28,83.57
180+1,2024-04-16,True,blitz,Agibileg,2786,resigned,Hikaru,3262,win,86.33,82.65
180+1,2024-04-16,True,blitz,Hikaru,3266,win,Oleksandr_Bortnyk,3045,timeout,88.29,92.17
180+1,2024-04-16,True,blitz,snowlord,2974,resigned,Hikaru,3269,win,73.81,70.24
180+1,2024-04-16,True,blitz,Hikaru,3271,win,Szparu,2889,checkmated,76.34,82.92
180+1,2024-04-16,True,blitz,Hikaru,3271,win,PotapovaM,2540,resigned,84.47,92.63
180+1,2024-04-16,True,blitz,balachess2006,2691,resigned,Hikaru,3272,win,92.93,88.33
180+1,2024-04-16,True,blitz,Hikaru,3273,win,JaloliddinIlkhomi,2788,timeout,75.91,82.12
180+1,2024-04-16,True,blitz,Mikhail_Bryakin,2875,resigned,Hikaru,3275,win,95.47,79.34
180+1,2024-04-16,True,blitz,Hikaru,3278,win,Hrant_ChessMood,2980,resigned,81.38,84.58
180+1,2024-04-17,True,blitz,mishanick,3052,timeout,Hikaru,3281,win,85.46,80.57
180+1,2024-04-17,True,blitz,LiemLe,3058,timeout,Hikaru,3285,win,82.25,76.93
180+1,2024-04-17,True,blitz,Hikaru,3290,win,LyonBeast,3139,resigned,82.39,92.06
180+1,2024-04-17,True,blitz,kleinebeer98,2907,resigned,Hikaru,3292,win,90.56,80.39
180+1,2024-04-17,True,blitz,Hikaru,3287,agreed,Firouzja2003,3052,agreed,95.67,95.86
180+1,2024-04-17,True,blitz,Shankland,2926,resigned,Hikaru,3289,win,92.16,82.44
180,2024-04-22,True,blitz,Hikaru,3291,win,alexrustemov,2905,timeout,83.96,86.72
180,2024-04-22,True,blitz,alexrustemov,2919,win,Hikaru,3277,resigned,82.49,90.59
180,2024-04-22,True,blitz,Hikaru,3279,win,alexrustemov,2917,resigned,74.93,81.71
180,2024-04-22,True,blitz,alexrustemov,2915,timeout,Hikaru,3281,win,86.97,89.92
180,2024-04-22,True,blitz,Hikaru,3283,win,alexrustemov,2913,resigned,80.54,94.6
180,2024-04-22,True,blitz,alexrustemov,2911,timeout,Hikaru,3285,win,86.82,80.77
180,2024-04-23,True,blitz,Hikaru,3287,win,PacingRope,2904,resigned,90.29,97.51
180,2024-04-23,True,blitz,PacingRope,2902,resigned,Hikaru,3289,win,99.23,90.2
180,2024-04-23,True,blitz,Hikaru,3291,win,PacingRope,2900,resigned,75.68,81.76
180+1,2024-04-23,True,blitz,Fh2411,2559,timeout,Hikaru,3291,win,84.83,79.63
180+1,2024-04-23,True,blitz,Hikaru,3291,win,temiksmozg,2675,resigned,81.9,91.68
180+1,2024-04-23,True,blitz,AlexeiShirov,2831,resigned,Hikaru,3292,win,84.65,77.13
180+1,2024-04-23,True,blitz,Hikaru,3294,win,baki83,2913,timeout,68.55,71.97
180+1,2024-04-23,True,blitz,Sam_ChessMood,2964,timeout,Hikaru,3296,win,86.51,86.08
180+1,2024-04-23,True,blitz,Hikaru,3299,win,wonderfultime,3066,resigned,73.7,80.5
180+1,2024-04-23,True,blitz,Nimrod_Veinberg,2799,timeout,Hikaru,3300,win,93.77,89.76
180+1,2024-04-23,True,blitz,Hikaru,3298,repetition,MagnusCarlsen,3225,repetition,92.53,92.83
180+1,2024-04-23,True,blitz,Hikaru,3294,repetition,Firouzja2003,3085,repetition,100.0,100.0
180+1,2024-04-23,True,blitz,Polish_fighter3000,3112,timeout,Hikaru,3298,win,95.54,90.57
180+1,2024-04-23,True,blitz,Hikaru,3301,win,Rud_Makarian,3048,timeout,73.87,73.05
180,2024-04-23,True,blitz,Hikaru,3303,win,mbojan,2922,timeout,90.96,91.02
180,2024-04-23,True,blitz,mbojan,2920,timeout,Hikaru,3305,win,86.1,86.31
180,2024-04-23,True,blitz,Hikaru,3307,win,mbojan,2918,resigned,83.25,88.99
180,2024-04-23,True,blitz,mbojan,2916,resigned,Hikaru,3309,win,92.15,87.19
180,2024-04-23,True,blitz,Hikaru,3311,win,mbojan,2914,checkmated,72.48,72.02
180,2024-04-23,False,blitz,HamedWafa4,2723,win,Hikaru,3311,abandoned,-1.0,-1.0
180,2024-04-23,False,blitz,Hikaru,3311,win,Youngspieler,2039,resigned,65.96,79.81
180,2024-04-23,False,blitz,Hikaru,3311,win,Flachess10,2608,resigned,72.89,80.17
180,2024-04-23,False,blitz,Hikaru,3311,win,thorr-15,2243,resigned,77.92,88.28
180,2024-04-23,False,blitz,chazcook,1532,resigned,Hikaru,3311,win,89.1,62.21
180,2024-04-23,False,blitz,Hikaru,3311,win,tahakhalili2023,1654,checkmated,69.77,84.99
180,2024-04-23,False,blitz,Flachess10,2608,resigned,Hikaru,3311,win,91.57,82.27
180,2024-04-23,False,blitz,Hikaru,3311,win,f2musique,1413,timeout,81.83,91.08
180,2024-04-23,False,blitz,Aleeeeee03,1702,resigned,Hikaru,3311,win,87.06,58.03
180,2024-04-23,False,blitz,Hikaru,3311,win,Flachess10,2608,timeout,80.27,87.6
180,2024-04-23,False,blitz,Let5Down,2379,resigned,Hikaru,3311,win,85.56,72.98
180,2024-04-23,False,blitz,Hikaru,3311,resigned,Flachess10,2608,win,75.15,54.91
180,2024-04-23,False,blitz,myburger,2245,checkmated,Hikaru,3311,win,74.65,59.65
180,2024-04-23,False,blitz,NexoKnight11,2070,resigned,Hikaru,3311,win,81.79,72.39
180,2024-04-23,False,blitz,Dre_83,1699,timeout,Hikaru,3311,win,70.71,73.18
180+1,2024-04-23,True,blitz,chess_blitz00,2550,checkmated,Hikaru,3311,win,90.66,81.85
180+1,2024-04-23,True,blitz,Hikaru,3311,win,RealPerangel,2698,resigned,93.38,96.89
180+1,2024-04-23,True,blitz,Mikhail_Bryakin,2824,resigned,Hikaru,3312,win,89.27,83.42
180+1,2024-04-23,True,blitz,Hikaru,3314,win,TenisMaster,2963,timeout,87.79,89.13
180+1,2024-04-23,True,blitz,DanielNaroditsky,2967,resigned,Hikaru,3316,win,82.01,73.22
180+1,2024-04-24,True,blitz,Hikaru,3318,win,TheSilmarils,2976,resigned,75.87,84.78
180+1,2024-04-24,True,blitz,h4parah5,3042,timeout,Hikaru,3321,win,88.29,85.95
180+1,2024-04-24,True,blitz,Hikaru,3319,50move,MagnusCarlsen,3234,50move,95.82,96.05
180+1,2024-04-24,True,blitz,nihalsarin,3148,stalemate,Hikaru,3315,stalemate,88.44,88.41
180+1,2024-04-24,True,blitz,Hikaru,3319,win,Jospem,3103,resigned,78.81,82.77
180+1,2024-04-24,True,blitz,Hikaru,3323,win,Oleksandr_Bortnyk,3127,resigned,84.86,95.53
180,2024-04-25,True,blitz,king9128,2967,resigned,Hikaru,3325,win,90.41,82.9
180,2024-04-25,True,blitz,Hikaru,3311,resigned,king9128,2981,win,89.01,85.13
180,2024-04-25,True,blitz,king9128,2987,repetition,Hikaru,3305,repetition,90.22,90.02
180,2024-04-25,True,blitz,Hikaru,3291,resigned,king9128,3001,win,89.0,67.47
180,2024-04-25,True,blitz,king9128,2998,resigned,Hikaru,3294,win,94.99,81.96
180,2024-04-27,True,blitz,MetiForce,2919,resigned,Hikaru,3296,win,90.23,86.82
180,2024-04-27,True,blitz,Hikaru,3298,win,MetiForce,2917,timeout,83.68,90.26
180,2024-04-27,True,blitz,MetiForce,2915,checkmated,Hikaru,3300,win,90.47,78.6
180,2024-04-27,True,blitz,Hikaru,3302,win,MetiForce,2913,resigned,74.32,86.7
180,2024-04-27,True,blitz,mbojan,2952,repetition,Hikaru,3296,repetition,91.44,90.63
180,2024-04-27,True,blitz,Hikaru,3282,checkmated,mbojan,2966,win,77.93,79.31
180,2024-04-27,True,blitz,mbojan,2964,resigned,Hikaru,3284,win,83.84,77.44
180,2024-04-27,True,blitz,Hikaru,3286,win,mbojan,2962,resigned,91.05,94.66
180,2024-04-27,True,blitz,mbojan,2968,stalemate,Hikaru,3280,stalemate,79.82,78.33
180,2024-04-27,True,blitz,Hikaru,3282,win,mbojan,2966,resigned,76.61,91.18
180,2024-04-27,True,blitz,mbojan,2964,resigned,Hikaru,3284,win,86.89,75.53
180,2024-04-27,True,blitz,Hikaru,3278,repetition,mbojan,2970,repetition,84.94,84.96
180,2024-04-27,True,blitz,mbojan,2968,resigned,Hikaru,3280,win,79.49,76.09
60,2024-04-27,True,bullet,Hikaru,3300,win,larso,2836,resigned,82.66,90.27
60,2024-04-27,True,bullet,Hikaru,3300,win,Kaustubh_Kodihalli,2445,resigned,72.12,90.98
60,2024-04-27,True,bullet,Hikaru,3301,win,Stouuf,2702,timeout,67.61,78.5
60,2024-04-27,True,bullet,SzMM19,2699,resigned,Hikaru,3301,win,91.35,74.28
60,2024-04-27,True,bullet,MITerryble,3052,resigned,Hikaru,3304,win,88.79,78.99
60,2024-04-27,True,bullet,Hikaru,3304,win,SzMM19,2697,checkmated,68.91,80.52
60,2024-04-27,True,bullet,Hikaru,3305,win,stollenmonster,2852,resigned,74.21,83.15
60,2024-04-27,True,bullet,BashiqChess,2427,resigned,Hikaru,3305,win,88.41,69.72
60,2024-04-27,True,bullet,Jimonios,2802,checkmated,Hikaru,3306,win,69.86,65.12
60,2024-04-27,True,bullet,Hikaru,3306,win,LastHeroJr,2545,resigned,84.25,96.28
60,2024-04-27,True,bullet,Meri-Arabidze,2570,resigned,Hikaru,3306,win,92.91,70.39
60,2024-04-27,True,bullet,Hikaru,3306,win,Alkhoori90,2418,timeout,80.68,86.53
60,2024-04-27,True,bullet,MikeSailer,2252,resigned,Hikaru,3306,win,90.88,81.67
60,2024-04-27,True,bullet,Veleamater,2406,resigned,Hikaru,3306,win,87.39,75.2
60,2024-04-27,True,bullet,Hikaru,3306,win,GasconJR,2637,resigned,81.4,91.72
60,2024-04-27,True,bullet,StellarChess,2697,resigned,Hikaru,3306,win,86.53,78.34
60,2024-04-27,True,bullet,Hikaru,3310,win,Jospem,3116,resigned,84.29,91.3
60,2024-04-27,True,bullet,Hikaru,3310,win,Silent-Killer100,2626,resigned,61.46,73.95
60,2024-04-27,True,bullet,Abund,2892,timeout,Hikaru,3311,win,82.47,81.36
60,2024-04-27,True,bullet,Hikaru,3312,win,Stouuf,2742,resigned,76.42,84.27
60,2024-04-27,True,bullet,wonderfultime,3108,checkmated,Hikaru,3316,win,93.81,88.25
60,2024-04-27,True,bullet,LionTheLeon_06,2825,resigned,Hikaru,3317,win,77.0,76.01
60,2024-04-27,True,bullet,Hikaru,3317,win,Unskibidirizzler11,2118,resigned,81.94,89.62
60,2024-04-27,True,bullet,Rosh1610,2216,resigned,Hikaru,3317,win,85.87,78.31
60,2024-04-27,True,bullet,Hikaru,3318,win,CarlosjPineror,2725,resigned,64.13,78.72
60,2024-04-27,True,bullet,Hikaru,3318,win,Meri-Arabidze,2577,checkmated,41.12,83.63
60,2024-04-27,True,bullet,wonderfultime,3114,timeout,Hikaru,3322,win,71.05,67.9
60,2024-04-27,True,bullet,hansen,3053,timeout,Hikaru,3325,win,78.0,80.04
60,2024-04-27,True,bullet,Hikaru,3325,win,shirovin,1922,resigned,74.51,87.87
60,2024-04-27,True,bullet,chenxiaoyuer,2825,resigned,Hikaru,3326,win,90.35,80.43
60,2024-04-27,True,bullet,yosephtaher,2978,resigned,Hikaru,3328,win,82.41,77.15
60,2024-04-27,True,bullet,Hikaru,3329,win,stollenmonster,2842,resigned,77.24,83.56
60,2024-04-27,True,bullet,Hikaru,3329,win,Trovita84,2057,resigned,67.84,80.62
60,2024-04-27,True,bullet,NikoTheodorou,3027,resigned,Hikaru,3331,win,96.65,88.53
60,2024-04-27,True,bullet,Hikaru,3331,win,LastHeroJr,2569,resigned,59.95,71.03
60,2024-04-27,True,bullet,dropstoneDP,3158,resigned,Hikaru,3335,win,91.8,86.15
60,2024-04-27,True,bullet,Hikaru,3335,win,Irina_Mikhaylova,2285,resigned,75.25,86.98
60,2024-04-27,True,bullet,LastHeroJr,2579,resigned,Hikaru,3335,win,93.02,74.42
60,2024-04-27,True,bullet,Hikaru,3336,win,aa175,2776,resigned,79.88,92.99
60,2024-04-27,True,bullet,Hikaru,3340,win,Jospem,3122,resigned,80.09,86.24
60,2024-04-27,True,bullet,Hikaru,3341,win,Jimonios,2845,resigned,89.81,93.94
60,2024-04-27,True,bullet,starworld123,2898,timeout,Hikaru,3342,win,83.07,81.89
60,2024-04-27,True,bullet,Hikaru,3345,win,hansen,3047,timeout,89.47,89.14
60,2024-04-27,True,bullet,Hikaru,3346,win,MrKooshaChess_Twitch,2779,checkmated,74.0,86.72
60,2024-04-27,True,bullet,Jospem,3116,win,Hikaru,3333,resigned,82.05,84.65
60,2024-04-27,True,bullet,NikoTheodorou,3023,resigned,Hikaru,3335,win,88.54,81.54
60,2024-04-27,True,bullet,Zgorl,2691,resigned,Hikaru,3335,win,76.95,66.84
60,2024-04-27,True,bullet,Hikaru,3335,win,Meri-Arabidze,2621,timeout,70.67,82.56
60,2024-04-27,True,bullet,WindWhistler11,2650,resigned,Hikaru,3335,win,75.8,62.16
60,2024-04-27,True,bullet,Hikaru,3336,win,starworld123,2899,resigned,78.09,89.68
60,2024-04-27,True,bullet,Hikaru,3336,win,Romkachess,2614,resigned,74.37,84.54
60,2024-04-27,True,bullet,Hikaru,3338,win,NikoTheodorou,3026,checkmated,71.0,86.27
60,2024-04-27,True,bullet,super_emi_26,2932,resigned,Hikaru,3339,win,89.57,81.41
60,2024-04-27,True,bullet,midedu,1778,resigned,Hikaru,3339,win,84.16,72.06
60,2024-04-27,True,bullet,Hikaru,3339,win,SaqoChess_Coach,2626,resigned,76.01,87.63
60,2024-04-27,True,bullet,wonderfultime,3133,resigned,Hikaru,3343,win,91.2,78.98
60,2024-04-27,True,bullet,Hikaru,3343,win,StellarChess,2678,resigned,67.52,82.08
60,2024-04-27,True,bullet,Aygehovit1992,2744,timeout,Hikaru,3344,win,78.15,76.48
60,2024-04-27,True,bullet,Hikaru,3345,win,MrKooshaChess_Twitch,2773,resigned,84.62,94.06
60,2024-04-27,True,bullet,Al_Shima,2522,resigned,Hikaru,3345,win,79.21,75.22
60,2024-04-27,True,bullet,Hikaru,3345,win,LastHeroJr,2642,checkmated,68.37,78.5
60,2024-04-27,True,bullet,Zgorl,2694,resigned,Hikaru,3345,win,87.34,84.02
60,2024-04-27,True,bullet,Hikaru,3346,win,Naoki,2776,resigned,78.74,95.42
60,2024-04-27,True,bullet,Hikaru,3349,win,dropstoneDP,3119,resigned,81.13,82.4
60,2024-04-27,True,bullet,zverr1,2695,resigned,Hikaru,3349,win,94.76,87.53
60,2024-04-27,True,bullet,Abund,2913,resigned,Hikaru,3350,win,87.0,82.67
60,2024-04-27,True,bullet,Hikaru,3356,win,DanielNaroditsky,3258,resigned,79.21,91.85
60,2024-04-27,True,bullet,super_emi_26,2940,resigned,Hikaru,3357,win,83.77,78.24
60,2024-04-27,True,bullet,Hikaru,3358,win,Jimonios,2808,resigned,69.48,94.66
60,2024-04-27,True,bullet,ninguno46,2384,timeout,Hikaru,3358,win,75.03,78.17
60,2024-04-27,True,bullet,Hikaru,3358,win,Hongjin,2620,resigned,70.43,83.89
60,2024-04-27,True,bullet,MrKooshaChess_Twitch,2756,resigned,Hikaru,3358,win,86.25,78.35
60,2024-04-27,True,bullet,Hikaru,3353,insufficient,dropstoneDP,3121,insufficient,84.35,84.41
60,2024-04-27,True,bullet,tolimachess,2421,checkmated,Hikaru,3353,win,89.32,62.29
60,2024-04-27,True,bullet,LionTheLeon_06,2838,resigned,Hikaru,3354,win,75.78,72.84
60,2024-04-27,True,bullet,A4RookA3,2412,checkmated,Hikaru,3354,win,92.82,82.17
180,2024-05-01,True,blitz,Bauman_Guy,2893,resigned,Hikaru,3183,win,89.07,82.55
180,2024-05-01,True,blitz,Hikaru,3186,win,Bauman_Guy,2890,resigned,90.63,91.83
180,2024-05-01,True,blitz,Bauman_Guy,2888,resigned,Hikaru,3189,win,85.75,79.95
180,2024-05-01,True,blitz,Hikaru,3191,win,Bauman_Guy,2886,resigned,84.29,93.48
180,2024-05-01,True,blitz,Bauman_Guy,2884,resigned,Hikaru,3193,win,75.52,69.96
180,2024-05-01,True,blitz,Hikaru,3183,resigned,Jospem,3117,win,86.43,82.96
180,2024-05-01,True,blitz,Hikaru,3188,win,Philippians46,3050,resigned,72.34,88.47
180,2024-05-01,True,blitz,Hikaru,3189,win,1800_strength,2784,resigned,86.6,93.71
180,2024-05-01,True,blitz,FaustinoOro,2895,resigned,Hikaru,3192,win,83.39,78.1
180,2024-05-01,True,blitz,ManMish2,2737,checkmated,Hikaru,3193,win,96.07,89.92
180,2024-05-01,True,blitz,Hikaru,3193,win,noblerone,2512,resigned,78.25,89.57
180,2024-05-01,True,blitz,Hikaru,3197,win,jcibarra,2982,checkmated,70.99,89.21
180,2024-05-01,True,blitz,Oleg_Papayan,2627,resigned,Hikaru,3198,win,91.98,83.49
180,2024-05-01,True,blitz,MITerryble,3049,timeout,Hikaru,3203,win,97.31,96.95
180,2024-05-01,True,blitz,Hikaru,3204,win,Virgin_Rod,2638,resigned,70.73,83.53
180,2024-05-01,True,blitz,giantmutantoctopus,2499,resigned,Hikaru,3204,win,95.42,86.05
180,2024-05-01,True,blitz,Hikaru,3205,win,only_strong_moves,2729,resigned,84.15,89.78
180,2024-05-01,True,blitz,idiot-in-disguise,2484,timeout,Hikaru,3205,win,85.67,84.98
180,2024-05-01,True,blitz,Hikaru,3206,win,Aygehovit1992,2782,resigned,79.28,90.78
180,2024-05-01,True,blitz,jcibarra,2985,timevsinsufficient,Hikaru,3201,timevsinsufficient,81.18,81.0
180,2024-05-01,True,blitz,Hikaru,3203,win,baki83,2883,resigned,81.71,86.05
180,2024-05-01,True,blitz,Hikaru,3187,resigned,AdilAibekovich,2556,win,91.3,76.04
180,2024-05-01,True,blitz,Hikaru,3191,win,rasmussvane,2975,resigned,79.36,87.41
180,2024-05-01,True,blitz,only_strong_moves,2739,resigned,Hikaru,3192,win,93.62,81.88
180,2024-05-01,True,blitz,Statham,2676,resigned,Hikaru,3193,win,79.29,74.15
180,2024-05-01,True,blitz,Hikaru,3193,win,MVld,2562,resigned,87.54,94.8
180,2024-05-01,True,blitz,The_Machine04,2772,timeout,Hikaru,3194,win,69.37,66.34
180,2024-05-01,True,blitz,Hikaru,3199,win,MITerryble,3039,resigned,81.52,96.02
180,2024-05-01,True,blitz,petros1703_inactive,2496,timeout,Hikaru,3199,win,71.81,74.18
180,2024-05-01,True,blitz,baki83,2862,resigned,Hikaru,3217,win,84.68,84.04
180,2024-05-01,True,blitz,Statham,2651,resigned,Hikaru,3218,win,86.68,78.91
180,2024-05-01,True,blitz,Hikaru,3221,win,rasmussvane,2940,resigned,83.96,90.49
180,2024-05-01,True,blitz,AryanTari,2998,win,Hikaru,3208,resigned,82.77,86.68
180,2024-05-01,True,blitz,Hikaru,3212,win,AryanTari,2994,resigned,82.79,86.8
180,2024-05-01,True,blitz,AryanTari,2990,resigned,Hikaru,3216,win,82.73,67.9
180,2024-05-01,True,blitz,Hikaru,3219,win,AryanTari,2987,resigned,82.82,86.54
180,2024-05-01,True,blitz,AryanTari,2984,resigned,Hikaru,3222,win,90.2,85.2
180,2024-05-01,True,blitz,ChristopherYoo,3018,resigned,Hikaru,3226,win,91.92,73.52
180,2024-05-01,True,blitz,Hikaru,3214,resigned,ChristopherYoo,3030,win,93.23,82.17
180,2024-05-01,True,blitz,ChristopherYoo,3042,win,Hikaru,3202,resigned,84.72,92.59
180,2024-05-01,True,blitz,Hikaru,3207,win,ChristopherYoo,3037,resigned,85.15,92.62
180,2024-05-01,True,blitz,ChristopherYoo,3033,timeout,Hikaru,3211,win,79.34,80.03
180,2024-05-01,True,blitz,Hikaru,3215,win,ChristopherYoo,3029,resigned,83.04,90.69
180,2024-05-01,True,blitz,ChristopherYoo,3025,resigned,Hikaru,3219,win,81.64,76.69
180,2024-05-01,True,blitz,Hikaru,3207,resigned,ChristopherYoo,3037,win,81.97,79.1
180,2024-05-01,True,blitz,ChristopherYoo,3033,resigned,Hikaru,3211,win,91.34,84.25
300,2024-05-01,False,blitz,Hikaru,3211,win,only_strong_moves,2716,timeout,82.37,80.37
300,2024-05-01,False,blitz,Hikaru,3211,win,bezant089,810,timeout,70.09,85.48
300,2024-05-01,False,blitz,KebabJangles,2334,agreed,Hikaru,3211,agreed,86.53,87.33
300,2024-05-01,False,blitz,Hikaru,3211,win,Squirrel9900,1522,abandoned,0.0,100.0
300,2024-05-01,False,blitz,Hikaru,3211,win,Sharks000,1587,checkmated,72.6,94.38
300,2024-05-01,False,blitz,Casablanca,2670,resigned,Hikaru,3211,win,91.03,82.54
300,2024-05-01,False,blitz,tahakhalili2023,1654,resigned,Hikaru,3211,win,85.05,76.58
300,2024-05-01,False,blitz,H0CKEYE,1356,checkmated,Hikaru,3211,win,81.25,72.37
300,2024-05-01,False,blitz,Hikaru,3211,repetition,only_strong_moves,2716,repetition,76.33,76.86
300,2024-05-01,False,blitz,Hikaru,3211,win,Pink217,1780,timeout,80.69,80.77
300,2024-05-01,False,blitz,goldenbuzzer,2415,win,Hikaru,3211,checkmated,78.41,83.01
300,2024-05-01,False,blitz,Hikaru,3211,win,GorMythic,2608,resigned,61.83,82.08
300,2024-05-01,False,blitz,Hikaru,3211,win,DobbyTheElfHouse,2541,resigned,78.86,90.46
180,2024-05-02,True,blitz,Hikaru,3200,resigned,DanielNaroditsky,3101,win,88.81,85.87
180,2024-05-02,True,blitz,DanielNaroditsky,3095,resigned,Hikaru,3206,win,86.99,84.6
180,2024-05-02,True,blitz,Hikaru,3212,win,DanielNaroditsky,3089,resigned,85.1,91.61
180,2024-05-02,True,blitz,DanielNaroditsky,3084,resigned,Hikaru,3217,win,84.44,79.39
180,2024-05-02,True,blitz,Hikaru,3206,resigned,DanielNaroditsky,3095,win,91.32,89.67
180,2024-05-02,True,blitz,DanielNaroditsky,3089,resigned,Hikaru,3212,win,82.57,77.51
180,2024-05-02,True,blitz,Hikaru,3209,repetition,DanielNaroditsky,3092,repetition,80.85,80.73
180,2024-05-02,True,blitz,DanielNaroditsky,3087,resigned,Hikaru,3214,win,87.98,81.18
180,2024-05-02,True,blitz,Hikaru,3211,insufficient,DanielNaroditsky,3090,insufficient,76.34,70.92
180,2024-05-02,True,blitz,DanielNaroditsky,3101,win,Hikaru,3200,resigned,81.22,87.32
180,2024-05-02,True,blitz,Hikaru,3190,resigned,DanielNaroditsky,3111,win,90.28,82.79
180,2024-05-02,True,blitz,DanielNaroditsky,3121,win,Hikaru,3180,resigned,85.98,90.11
180,2024-05-02,True,blitz,Hikaru,3187,win,DanielNaroditsky,3114,timeout,71.17,77.23
180,2024-05-02,True,blitz,DanielNaroditsky,3116,repetition,Hikaru,3185,repetition,90.82,91.05
180,2024-05-02,True,blitz,Hikaru,3191,win,DanielNaroditsky,3110,resigned,83.2,89.72
